# lang_prior: word<TAB>weight, weight = 16 * clip(log p_cy - log p_en, +-4) * c/(c+2); >0 Welsh, <0 English.
# GENERATED by scripts/gen_lang_prior.py from corpws-brawddegau-tagiedig (CC0, 3596 sentences)
# and MASC 3.0.0 (CC BY 3.0 US, 32450 sentences). DO NOT EDIT BY HAND. Sorted by byte order.
angels	-14
angen	62
angenfilod	18
angenrheidiol	18
anger	-15
angering	7
angharad	18
anghenfil	32
anghenion	32
anghofiant	18
anghofient	18
anghofio	43
anghofiodd	18
anghydfod	32
anghyfannedd	18
anghyfartal	18
anghyfarwydd	18
anghyfiawnder	18
anghyfreithlon	18
anghytuno	38
anghywir	32
angina	4
angioplasty	6
angle	-18
angles	6
anglican	7
anglo-	7
angolini	7
angrier	7
angrily	7
angry	-16
anguish	7
anguished	7
anhapus	32
anhttp	7
anhygoel	32
anhysbys	18
ani	13
anianyddol	18
anifail	18
anifeiliad	18
anifeiliaid	48
animal	-36
animals	-41
animating	7
animation	7
animatronic	7
animosity	6
anion	7
anipals	7
anirban	7
anissina	-13
anjalis	7
ankles	2
anlagen	7
anllythrennog	18
ann	15
anna	2
annalee	6
annan	-6
annapolis	7
annarchy	7
anne	-6
annesley	-23
annex	7
annexes	7
annheg	18
annibyniaeth	38
annibynnol	38
annie	7
anniolchgarwch	18
annoeth	18
announce	2
announced	-20
announcement	-6
announcements	7
announcer	7
announces	6
announcing	7
annoy	7
annoyance	7
annoyed	-2
annoying	-4
annoys	7
annual	-27
annulled	7
annum	7
annwyl	43
annysgedig	18
anobeithiodd	18
anocheladwy	18
anodd	60
anoddach	18
anoddaf	18
anodized	7
anogodd	18
anomalies	7
anomalous	4
anomaly	7
anon	18
anonmous	7
anonymous	-6
another	-62
anoushka	7
anrheg	38
anrhegion	18
anrhydedd	18
anrhydeddu	18
anrhydeddus	32
ans	7
ansefydlog	18
ansi	2
ansiofi	18
ansiofis	32
anstieg	7
answer	-45
answered	-26
answering	-4
answers	-16
ant	-28
antagonistic	6
antarctic	7
antecedent	4
antecedents	7
antedated	7
antedates	7
antediluvian	7
antelope	4
antelopes	7
antenna	7
antennae	-10
anterior	4
anth	7
anthology	7
anthony	6
anthrax	7
anthropologist	7
anthropologists	7
anthropomorphizing	7
anti	-7
anti-	-15
anti-bikie	7
anti-idiotype	6
anti-spankers	7
antibiotics	7
antibodies	-6
antibody	-2
antica	7
anticipate	4
anticipates	4
anticipating	7
anticipation	4
anticlines	7
anticodon	4
anticodon-codon	7
antid	6
antidepressants	7
antie	-41
antifibrogenic	7
antifibrotic	6
antigen	4
antihomosexual	7
antiparos	6
